Model,Params,Data,Test F1,Train F1,Test Accuracy,Train Accuracy,Test Loss,Train Loss,Lambda1,Lambda2,Max Iter,Gamma,Batch Size,Plotting,Log,Polynomial,Data Split Y,Data Split X,Threshold
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 1, (1, 2)]",train_raw.npy,0.3643658,0.78186759,0.75427609,0.77630042,0.48426825,0.47063965,0.1,0.1,1000,0.05,1028,False,False,1,1,2,
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 1, (2, 2)]",train_raw.npy,0.41043547,0.66058518,0.84285693,0.78540736,0.34399924,0.43984348,0.1,0.1,1000,0.05,1028,False,False,1,2,2,
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 1, (3, 2)]",train_raw.npy,0.41549354,0.56461304,0.87940466,0.81113903,0.28922044,0.39514766,0.1,0.1,1000,0.05,1028,False,False,1,3,2,
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 1, (2, 3)]",train_raw.npy,0.41180105,0.65830576,0.84515782,0.78535216,0.34095757,0.43976166,0.1,0.1,1000,0.05,1028,False,False,1,2,3,
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 3, (4, 2)]",train_raw.npy,0.41405523,0.51014122,0.89711092,0.83939357,0.26104528,0.34964549,0.1,0.1,1000,0.05,1028,False,False,3,4,2,
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 3, (3, 3)]",train_raw.npy,0.42657475,0.577404,0.88256649,0.81600555,0.28795577,0.3886212,0.1,0.1,1000,0.05,1028,False,False,3,3,3,
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 3, (1, 2)]",train_raw.npy,0.36713325,0.78561458,0.75691222,0.7800051,0.48353365,0.46526878,0.1,0.1,1000,0.05,1028,False,False,3,1,2,
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 3, (2, 2)]",train_raw.npy,0.41712109,0.66912782,0.84475402,0.79019084,0.34833254,0.43404149,0.1,0.1,1000,0.05,1028,False,False,3,2,2,
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 3, (3, 2)]",train_raw.npy,0.42592004,0.57959944,0.88144652,0.81614731,0.28899238,0.38819743,0.1,0.1,1000,0.05,1028,False,False,3,3,2,
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 3, (2, 3)]",train_raw.npy,0.42007023,0.67007766,0.84615209,0.79098931,0.34324741,0.43141913,0.1,0.1,1000,0.05,1028,False,False,3,2,3,
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 5, (4, 2)]",train_raw.npy,0.41100686,0.50638533,0.89738139,0.83886995,0.2659772,0.35257305,0.1,0.1,1000,0.05,1028,False,False,5,4,2,
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 5, (3, 3)]",train_raw.npy,0.42577168,0.5800021,0.88109224,0.81593248,0.29244214,0.38934147,0.1,0.1,1000,0.05,1028,False,False,5,3,3,
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 5, (1, 2)]",train_raw.npy,0.36484961,0.78373264,0.75486656,0.7783462,0.49063384,0.46846742,0.1,0.1,1000,0.05,1028,False,False,5,1,2,
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 5, (2, 2)]",train_raw.npy,0.41475998,0.67035779,0.84256741,0.7902186,0.35657409,0.43535505,0.1,0.1,1000,0.05,1028,False,False,5,2,2,
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 5, (3, 2)]",train_raw.npy,0.42368857,0.5873731,0.87530952,0.81475044,0.3063724,0.39426963,0.1,0.1,1000,0.05,1028,False,False,5,3,2,
Logistic Regression with both regularization,"[0.1, 0.1, 1000, 0.05, 1028, False, False, 5, (2, 3)]",train_raw.npy,0.41697923,0.6711611,0.84375595,0.79054115,0.35226328,0.43406058,0.1,0.1,1000,0.05,1028,False,False,5,2,3,
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 1, (4, 2)]",train_raw.npy,0.39750538,0.48649737,0.8972633,0.83541996,0.2623852,0.35690702,0.1,0.0,1000,0.05,1028,False,False,1,4,2,
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 1, (3, 3)]",train_raw.npy,0.41525012,0.56341779,0.88004084,0.81106857,0.28849035,0.39485794,0.1,0.0,1000,0.05,1028,False,False,1,3,3,
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 1, (1, 2)]",train_raw.npy,0.3643626,0.78181511,0.75443228,0.77632187,0.48421151,0.47053372,0.1,0.0,1000,0.05,1028,False,False,1,1,2,
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 1, (2, 2)]",train_raw.npy,0.41024555,0.66075612,0.84271217,0.78548274,0.34394019,0.43974402,0.1,0.0,1000,0.05,1028,False,False,1,2,2,
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 1, (3, 2)]",train_raw.npy,0.4154603,0.56482766,0.8792599,0.81111775,0.28919539,0.39504202,0.1,0.0,1000,0.05,1028,False,False,1,3,2,
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 1, (2, 3)]",train_raw.npy,0.41186389,0.65878081,0.84508926,0.78559542,0.34090508,0.43966549,0.1,0.0,1000,0.05,1028,False,False,1,2,3,
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 3, (4, 2)]",train_raw.npy,0.41498853,0.51025041,0.89770139,0.83970328,0.25971423,0.3488889,0.1,0.0,1000,0.05,1028,False,False,3,4,2,
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 3, (3, 3)]",train_raw.npy,0.42753229,0.57704733,0.88374742,0.81666317,0.28495616,0.38694338,0.1,0.0,1000,0.05,1028,False,False,3,3,3,
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 3, (1, 2)]",train_raw.npy,0.36117887,0.78226755,0.75014285,0.77582078,0.49221877,0.47120127,0.1,0.0,1000,0.05,1028,False,False,3,1,2,
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 3, (2, 2)]",train_raw.npy,0.41592311,0.66876266,0.84393119,0.78962532,0.34996891,0.43461943,0.1,0.0,1000,0.05,1028,False,False,3,2,2,
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 3, (3, 2)]",train_raw.npy,0.4241668,0.57906703,0.88054368,0.8155842,0.29157529,0.38902678,0.1,0.0,1000,0.05,1028,False,False,3,3,2,
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 3, (2, 3)]",train_raw.npy,0.42178399,0.66685038,0.84977486,0.79079215,0.33898025,0.43153623,0.1,0.0,1000,0.05,1028,False,False,3,2,3,
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 5, (4, 2)]",train_raw.npy,0.41120808,0.51257138,0.8952862,0.838699,0.27096079,0.35433982,0.1,0.0,1000,0.05,1028,False,False,5,4,2,
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 5, (3, 3)]",train_raw.npy,0.42623318,0.58092428,0.88055511,0.81593996,0.29480325,0.39025741,0.1,0.0,1000,0.05,1028,False,False,5,3,3,
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 5, (1, 2)]",train_raw.npy,0.36348641,0.78408191,0.7526647,0.77813344,0.49154581,0.46949887,0.1,0.0,1000,0.05,1028,False,False,5,1,2,
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 5, (2, 2)]",train_raw.npy,0.41651061,0.66945866,0.84295216,0.78915089,0.35660568,0.43759507,0.1,0.0,1000,0.05,1028,False,False,5,2,2,
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 5, (3, 2)]",train_raw.npy,0.42574006,0.58652302,0.87712662,0.81558177,0.29877267,0.39029403,0.1,0.0,1000,0.05,1028,False,False,5,3,2,
Logistic Regression with both regularization,"[0.1, 0.0, 1000, 0.05, 1028, False, False, 5, (2, 3)]",train_raw.npy,0.41303409,0.67010592,0.83983985,0.78817715,0.36176612,0.43867429,0.1,0.0,1000,0.05,1028,False,False,5,2,3,
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 1, (4, 2)]",train_raw.npy,0.37835591,0.44943272,0.90093941,0.83234858,0.26724534,0.36278999,0.01,5.0,1000,0.05,1028,False,False,1,4,2,
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 1, (3, 3)]",train_raw.npy,0.41003768,0.54448289,0.88388456,0.80823863,0.29382611,0.40073255,0.01,5.0,1000,0.05,1028,False,False,1,3,3,
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 1, (1, 2)]",train_raw.npy,0.35872792,0.78274435,0.74452393,0.77452208,0.49411925,0.47694857,0.01,5.0,1000,0.05,1028,False,False,1,1,2,
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 1, (2, 2)]",train_raw.npy,0.40878497,0.65643154,0.84230456,0.7829003,0.35097729,0.4466728,0.01,5.0,1000,0.05,1028,False,False,1,2,2,
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 1, (3, 2)]",train_raw.npy,0.40909185,0.54676712,0.88303125,0.80865866,0.29445718,0.40097292,0.01,5.0,1000,0.05,1028,False,False,1,3,2,
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 1, (2, 3)]",train_raw.npy,0.41041212,0.65300308,0.8451883,0.78268433,0.34828327,0.44557998,0.01,5.0,1000,0.05,1028,False,False,1,2,3,
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 3, (4, 2)]",train_raw.npy,0.39418956,0.46999773,0.90147654,0.83584589,0.26348857,0.35711169,0.01,5.0,1000,0.05,1028,False,False,3,4,2,
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 3, (3, 3)]",train_raw.npy,0.41895556,0.55125521,0.88737781,0.8119838,0.28934635,0.39524209,0.01,5.0,1000,0.05,1028,False,False,3,3,3,
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 3, (1, 2)]",train_raw.npy,0.36030345,0.78445341,0.74572391,0.77654129,0.49519619,0.47396217,0.01,5.0,1000,0.05,1028,False,False,3,1,2,
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 3, (2, 2)]",train_raw.npy,0.41769546,0.65777551,0.84966439,0.78698547,0.34518301,0.44035684,0.01,5.0,1000,0.05,1028,False,False,3,2,2,
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 3, (3, 2)]",train_raw.npy,0.41983513,0.55591775,0.88561785,0.81196532,0.29178345,0.39595492,0.01,5.0,1000,0.05,1028,False,False,3,3,2,
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 3, (2, 3)]",train_raw.npy,0.41811196,0.65537261,0.85193481,0.78650852,0.34227764,0.44041205,0.01,5.0,1000,0.05,1028,False,False,3,2,3,
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 5, (4, 2)]",train_raw.npy,0.38876498,0.46505364,0.90171272,0.83543537,0.26683312,0.35935829,0.01,5.0,1000,0.05,1028,False,False,5,4,2,
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 5, (3, 3)]",train_raw.npy,0.41698912,0.55769929,0.88359123,0.81151483,0.29817549,0.39859156,0.01,5.0,1000,0.05,1028,False,False,5,3,3,
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 5, (1, 2)]",train_raw.npy,0.35696003,0.781353,0.74376205,0.77383372,0.49948477,0.48009665,0.01,5.0,1000,0.05,1028,False,False,5,1,2,
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 5, (2, 2)]",train_raw.npy,0.41320532,0.66281297,0.84299026,0.78636369,0.35898412,0.4435659,0.01,5.0,1000,0.05,1028,False,False,5,2,2,
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 5, (3, 2)]",train_raw.npy,0.41755427,0.54926493,0.88679116,0.81113571,0.29647971,0.39919025,0.01,5.0,1000,0.05,1028,False,False,5,3,2,
Logistic Regression with both regularization,"[0.01, 5.0, 1000, 0.05, 1028, False, False, 5, (2, 3)]",train_raw.npy,0.41480602,0.66018414,0.84566829,0.78606157,0.35259269,0.44247691,0.01,5.0,1000,0.05,1028,False,False,5,2,3,
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 1, (4, 2)]",train_raw.npy,0.39379283,0.47664086,0.89832994,0.8345906,0.26261221,0.35780304,0.01,1.0,1000,0.05,1028,False,False,1,4,2,
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 1, (3, 3)]",train_raw.npy,0.41446563,0.55829615,0.88096272,0.81004178,0.28900035,0.39608871,0.01,1.0,1000,0.05,1028,False,False,1,3,3,
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 1, (1, 2)]",train_raw.npy,0.3634215,0.78235376,0.75223043,0.77630235,0.48544456,0.47134516,0.01,1.0,1000,0.05,1028,False,False,1,1,2,
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 1, (2, 2)]",train_raw.npy,0.40975185,0.65889911,0.84283407,0.78424301,0.34440183,0.44235225,0.01,1.0,1000,0.05,1028,False,False,1,2,2,
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 1, (3, 2)]",train_raw.npy,0.41496354,0.56024833,0.88052083,0.81038912,0.28967,0.396283,0.01,1.0,1000,0.05,1028,False,False,1,3,2,
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 1, (2, 3)]",train_raw.npy,0.4114726,0.65640468,0.84527592,0.78431542,0.34177965,0.4409726,0.01,1.0,1000,0.05,1028,False,False,1,2,3,
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 3, (4, 2)]",train_raw.npy,0.41157248,0.50290352,0.89836804,0.83843947,0.26047354,0.35131048,0.01,1.0,1000,0.05,1028,False,False,3,4,2,
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 3, (3, 3)]",train_raw.npy,0.42828123,0.57250389,0.88451693,0.81558232,0.28567953,0.38858055,0.01,1.0,1000,0.05,1028,False,False,3,3,3,
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 3, (1, 2)]",train_raw.npy,0.36514547,0.7853522,0.75386848,0.7795584,0.48593129,0.46820614,0.01,1.0,1000,0.05,1028,False,False,3,1,2,
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 3, (2, 2)]",train_raw.npy,0.41798353,0.6641902,0.84770634,0.78889587,0.34363401,0.43490898,0.01,1.0,1000,0.05,1028,False,False,3,2,2,
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 3, (3, 2)]",train_raw.npy,0.42521137,0.56897749,0.88429598,0.81456274,0.28791828,0.39069269,0.01,1.0,1000,0.05,1028,False,False,3,3,2,
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 3, (2, 3)]",train_raw.npy,0.41984651,0.66671909,0.84723016,0.78980759,0.34259747,0.43387194,0.01,1.0,1000,0.05,1028,False,False,3,2,3,
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 5, (4, 2)]",train_raw.npy,0.40468759,0.49373195,0.89914135,0.83783575,0.26634909,0.35494775,0.01,1.0,1000,0.05,1028,False,False,5,4,2,
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 5, (3, 3)]",train_raw.npy,0.42334624,0.58025711,0.87820469,0.81398681,0.29968414,0.39357016,0.01,1.0,1000,0.05,1028,False,False,5,3,3,
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 5, (1, 2)]",train_raw.npy,0.36174472,0.78225375,0.75076379,0.77589932,0.49138767,0.4738608,0.01,1.0,1000,0.05,1028,False,False,5,1,2,
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 5, (2, 2)]",train_raw.npy,0.41098502,0.67272803,0.83626279,0.78808862,0.36843332,0.44130381,0.01,1.0,1000,0.05,1028,False,False,5,2,2,
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 5, (3, 2)]",train_raw.npy,0.42049629,0.57587237,0.87959894,0.81428319,0.29997865,0.3943856,0.01,1.0,1000,0.05,1028,False,False,5,3,2,
Logistic Regression with both regularization,"[0.01, 1.0, 1000, 0.05, 1028, False, False, 5, (2, 3)]",train_raw.npy,0.41680086,0.66703716,0.84461688,0.78909927,0.35120148,0.43640941,0.01,1.0,1000,0.05,1028,False,False,5,2,3,
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 1, (4, 2)]",train_raw.npy,0.39667721,0.48529132,0.89733568,0.83539576,0.26222791,0.3565317,0.01,0.1,1000,0.05,1028,False,False,1,4,2,
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 1, (3, 3)]",train_raw.npy,0.41498337,0.5628249,0.88018941,0.81103351,0.28830328,0.39491937,0.01,0.1,1000,0.05,1028,False,False,1,3,3,
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 1, (1, 2)]",train_raw.npy,0.36438771,0.78185463,0.75429895,0.77628946,0.48423189,0.47061698,0.01,0.1,1000,0.05,1028,False,False,1,1,2,
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 1, (2, 2)]",train_raw.npy,0.41049434,0.66061446,0.84290645,0.78546499,0.34380126,0.43981588,0.01,0.1,1000,0.05,1028,False,False,1,2,2,
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 1, (3, 2)]",train_raw.npy,0.41561053,0.56447911,0.87947323,0.81112823,0.28899958,0.39511185,0.01,0.1,1000,0.05,1028,False,False,1,3,2,
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 1, (2, 3)]",train_raw.npy,0.41179454,0.65831979,0.8452302,0.78540279,0.34075587,0.43973469,0.01,0.1,1000,0.05,1028,False,False,1,2,3,
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 3, (4, 2)]",train_raw.npy,0.41415769,0.51002382,0.89717568,0.83938496,0.26084948,0.34959364,0.01,0.1,1000,0.05,1028,False,False,3,4,2,
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 3, (3, 3)]",train_raw.npy,0.42656575,0.57735077,0.88262364,0.81601263,0.28775946,0.38857823,0.01,0.1,1000,0.05,1028,False,False,3,3,3,
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 3, (1, 2)]",train_raw.npy,0.36711929,0.78561001,0.75692365,0.78000504,0.48350572,0.46524931,0.01,0.1,1000,0.05,1028,False,False,3,1,2,
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 3, (2, 2)]",train_raw.npy,0.41711474,0.66913178,0.84479212,0.79022319,0.34817737,0.43400909,0.01,0.1,1000,0.05,1028,False,False,3,2,2,
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 3, (3, 2)]",train_raw.npy,0.42739848,0.57757898,0.88265792,0.81605999,0.28707154,0.38796816,0.01,0.1,1000,0.05,1028,False,False,3,3,2,
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 3, (2, 3)]",train_raw.npy,0.41899725,0.66900495,0.84705492,0.79122072,0.34308553,0.43207782,0.01,0.1,1000,0.05,1028,False,False,3,2,3,
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 5, (4, 2)]",train_raw.npy,0.40755523,0.50431861,0.89775472,0.83924356,0.26464353,0.3518207,0.01,0.1,1000,0.05,1028,False,False,5,4,2,
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 5, (3, 3)]",train_raw.npy,0.42555609,0.58436139,0.87816278,0.81542499,0.29765068,0.3910978,0.01,0.1,1000,0.05,1028,False,False,5,3,3,
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 5, (1, 2)]",train_raw.npy,0.36336384,0.78320096,0.75321707,0.77764219,0.49197699,0.47013467,0.01,0.1,1000,0.05,1028,False,False,5,1,2,
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 5, (2, 2)]",train_raw.npy,0.41478691,0.67022299,0.84262836,0.79018982,0.35644501,0.43532351,0.01,0.1,1000,0.05,1028,False,False,5,2,2,
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 5, (3, 2)]",train_raw.npy,0.42359532,0.5873928,0.8753438,0.81478826,0.30622661,0.39421974,0.01,0.1,1000,0.05,1028,False,False,5,3,2,
Logistic Regression with both regularization,"[0.01, 0.1, 1000, 0.05, 1028, False, False, 5, (2, 3)]",train_raw.npy,0.41697408,0.67107427,0.8438169,0.79052918,0.35210875,0.43403017,0.01,0.1,1000,0.05,1028,False,False,5,2,3,
Logistic Regression with both regularization,"[0.01, 0.0, 1000, 0.05, 1028, False, False, 1, (4, 2)]",train_raw.npy,0.39743317,0.48651286,0.89726711,0.83543069,0.26217645,0.35686077,0.01,0.0,1000,0.05,1028,False,False,1,4,2,
Logistic Regression with both regularization,"[0.01, 0.0, 1000, 0.05, 1028, False, False, 1, (3, 3)]",train_raw.npy,0.4152766,0.56323228,0.88008655,0.81104334,0.28827165,0.39482335,0.01,0.0,1000,0.05,1028,False,False,1,3,3,
Logistic Regression with both regularization,"[0.01, 0.0, 1000, 0.05, 1028, False, False, 1, (1, 2)]",train_raw.npy,0.36441073,0.78181513,0.75447037,0.77632187,0.48417575,0.47051159,0.01,0.0,1000,0.05,1028,False,False,1,1,2,
